Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.0,116.325545,32.0,25.0,0.33,13.12
39.99985,116.325478,39.0,5.0,0.02,3.53
39.999798,116.325316,31.0,5.0,0.01,2.99
39.999825,116.325083,29.0,5.0,0.02,4.01
39.999822,116.324878,30.0,5.0,0.02,3.49
39.999808,116.324652,30.0,5.0,0.02,3.86
39.999735,116.324512,31.0,5.0,0.01,2.89
39.999677,116.324338,31.0,5.0,0.02,3.23
39.999661,116.323999,31.0,5.0,0.03,5.79
39.999662,116.32377,32.0,5.0,0.02,3.9
39.999704,116.323477,33.0,5.0,0.03,5.08
39.999673,116.323271,35.0,5.0,0.02,3.58
39.999648,116.322992,36.0,5.0,0.02,4.79
39.999644,116.322788,37.0,5.0,0.02,3.48
39.999631,116.322524,38.0,5.0,0.02,4.51
39.999614,116.322262,38.0,5.0,0.02,4.48
39.99958,116.322054,39.0,5.0,0.02,3.62
39.999529,116.321932,40.0,5.0,0.01,2.37
39.999413,116.321862,41.0,5.0,0.01,2.84
39.999286,116.321847,42.0,5.0,0.01,2.84
39.999127,116.3219,43.0,5.0,0.02,3.65
39.999024,116.32193,44.0,5.0,0.01,2.35
39.99893,116.321914,45.0,5.0,0.01,2.11
39.998807,116.32191,46.0,5.0,0.01,2.74
39.998719,116.321869,47.0,5.0,0.01,2.08
39.998543,116.321899,48.0,5.0,0.02,3.95
39.998289,116.321884,47.0,5.0,0.03,5.65
39.998267,116.32164,46.0,5.0,0.02,4.19
39.998265,116.321483,46.0,5.0,0.01,2.68
39.998225,116.321301,46.0,5.0,0.02,3.23
39.998186,116.321115,45.0,5.0,0.02,3.29
39.99817,116.320854,43.0,5.0,0.02,4.46
39.998158,116.320651,42.0,5.0,0.02,3.47
39.998128,116.3205,42.0,5.0,0.01,2.66
39.99802,116.320305,39.0,5.0,0.02,4.1
39.998136,116.32,37.0,5.0,0.03,5.8
39.998202,116.319721,37.0,5.0,0.02,4.97
39.998135,116.319513,37.0,5.0,0.02,3.84
39.998049,116.319436,37.0,5.0,0.01,2.32
39.997949,116.319361,39.0,5.0,0.01,2.56
